ردیف,priority,سال,بخش,ماده,بخش (ماده),موضوع,بند,خلاصه,شرح
142,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),11,شكستگي ها,"شكستگي ها:
الف) شكستگي هاي استخوانهاي بلند كه منجر به نصب پيچ و پلاك و يا كونچر شده باشد و يا در گچ باشد چنانچه كمتر از شش ماه از عمل گذشته باشد شش ماه معاف موقت
ب) شكستگي هاي جوش خورده اي كه با پيچ و پلاك، يا كونچر بوده و يا اختلال عملكرد ايجاد كرده باشد خدمات غير رزمي
ج) شكستگي هايي كه پس از يك سال جوش نخورده باشد و مفصل كاذب ايجاد كرده باشد و يا در وضع نامناسب جوش خورده و اشكال عملي ايجاد نموده باشد معاف دائم"
143,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),12,قطع يا فقدان يكي از اندامها,قطع يا فقدان يكي از اندامها معاف دائم
144,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),13,كوتاهي پا,"كوتاهي پا:
الف) كوتاهي بيش از 3.5 سانتي متر معاف دائم (به استناد اسكنوگرام)
ب) كوتاهي از 1.5 تا 3.5 سانتي متر خدمات غير رزمي"
145,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),14,سينوويال كندروماتوزيس,سينوويال كندروماتوزيس مفاصل همراه با اختلال عملي معاف دائم
146,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),15,آنكيلوز مفاصل بزرگ,"آنكيلوز كليه مفاصل بزرگ (هانش، زانو، آرنج، شانه، مچ پا، مچ دست) معاف دائم"
147,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),16,محدوديت حركات مفاصل,"محدوديت حركات مفاصل:
الف) در مورد مفاصل هانش، زانو و شانه معاف دائم
ب) محدوديت حركات ساير مفاصل بزرگ در صورتي كه نيمي از حركات محدود شده باشد معاف دائم
ج) در موارد خفيف تر همراه با اختلال عملكرد خدمات غير رزمي
تبصره: در موارد مشكوك زير بيهوشي اندازه گيري شود"
148,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),17,دررفتگي مكرر و يا  قديمي و مادرزادي مفاصل بزرگ,دررفتگي مكرر و يا  قديمي و مادرزادي مفاصل بزرگ (مستند به 2 راديوگرافي درحال دررفتگي در بيمارستانهاي ن.م و يا مورد وثوق) عمل شده و نشده معاف دائم
149,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),18,شلي ليگامانهاي زانو و مچ پا و دررفتگي عادتي مفاصل,شلي ليگامانهاي زانو و مچ پا و دررفتگي عادتي مفاصل كه مانع تمرينات نظامي باشد خدمات غير رزمي
150,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),19,سندرم ايسكميك ولكمن,"سندرم ايسكميك ولكمن:
الف) در صورتي كه شديد و مانع خدمت باشد معاف دائم
ب) در موارد خفيف خدمات غير رزمي"
151,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),20,فقدان كامل شست (از مفصل M.C.P) و يا فقدان ارزش كاري آن,فقدان كامل شست (از مفصل M.C.P) و يا فقدان ارزش كاري آن در يك دست معاف دائم
152,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),21,فقدان انگشتان دست,"فقدان انگشتان دست:
الف) بيش از يك انگشت در يك دست معاف دائم
ب) تا سه بند انگشت در يك دست خدمات غير رزم
توجه: در مورد انگشتان به صورت زير عمل شود كه هر انگشت كامل يك و هر بند 3 / 1 محسوب شود يعني اگر بند اول چهار انگشت قطع شده باشد بيش از يك انگشت محسوب و معاف دائم مي شود"
153,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),22, اختلال باز شدن و يا تا شدن انگشتان دست,"عوارضي كه مانع باز شدن و يا تا شدن انگشتان دست شود مانند سنداكتيلي و.... 
الف) در بيش از دو انگشت (مركب) معاف دائم
تبصره: چنانچه يك انگشت قطع شده و انگشت ديگر همان دست بيش از 50٪ عملكرد خود را از دست داده باشد معاف دائم
ب) در دو انگشت (ساده) خدمات غير رزمي"
154,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),23,كوتاهي اندام فوقاني ,كوتاهي اندام فوقاني در مقايسه با يكديگر در صورتي كه بيش از 5 سانتيمتر باشد معاف دائم
155,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),24,سينوستوز استخوانهاي ساعد,"سينوستوز استخوانهاي ساعد:
الف) در دو دست معاف دائم
ب) در يك دست خدمات غير رزم"
156,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),25,كوبيتوس واروس و والگوس,"كوبيتوس واروس و والگوس:
الف) همراه با اختلال عملكرد يا ضايعه عصبي معاف دائم
ب) بيش از 10 درجه انحراف خدمات غير رزمي"
157,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),26,اختلالات کوکسیس,"كوكساپلانا، كوكساوارا، كوكساماگنا، كوسا والگا معاف دائم"
158,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),27,پارگي منيسك زانو,پارگي منيسك زانو عمل شده يا نشده خدمات غير رزمي
159,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),28,پارگی رباطهاي جانبي و متقاطع زانو,"پارگي شديد و كامل رباطهاي جانبي و متقاطع زانو كه باعث ناپايداري مفصل گردد:
الف) در مواردي كه چند رباط پاره شده باشد معاف دائم
ب) در موارد پارگي رباط ACL و PCL همراه با پارگي منيسك معاف دائم
ج) در افراد جراحي شده همراه با اختلال عملي معاف دائم
د) در نوع منفرد خدمات غير رزمي
هـ ) در افراد جراحي شده بدون اختلاف عملي معاف از رزم"
160,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),29,"ژنووالگوم، ژنووارم، ژنوركورواتوم","ژنووالگوم، ژنووارم، ژنوركورواتوم:
الف) در موارد شديد (فاصله بين دو قوزك يا دو كونديل بيش از 10 سانتي متر) معاف دائم
ب) در موارد خفيف (فاصله بين دو قوزك يا دو كونديل كمتر از 10 سانتي متر) خدمات غير رزمي"
161,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),30,صافي كامل كف پا,صافي كامل كف يا هر دو پا در انواع سخت (Rigid) و يا با تحدّب شديد استخواني و يا با انحراف پاشنه پا معاف دائم
162,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),31,پارگی بهبود نیافته تاندون آشیل,"پارگی بهبود نیافته تاندون آشیل، معاف دائم"
163,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),32,تغيير شكل  استخوانهاي تارس و متاتارس,تغيير شكل اكتسابي يا مادرزادي استخوانهاي تارس و متاتارس (هالوس والگوس شديد) خدمات غير رزمي
164,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),33,قطع انگشتان پا,"قطع انگشتان پا:
الف) قطع سه انگشت كامل از يك پا و يا قطع شست در هر دو پا معاف دائم
ب) قطع شست در يك پا خدمات غير رزمي"
165,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),34,اكي نيسم ,اكي نيسم معاف دائم
166,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),35,اريب بودن مفصل مچ پا,"اريب بودن مفصل مچ پا:
الف) در موارد شديد معاف دائم
ب) در موارد خفيف خدمات غير رزمي"
167,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),36,از بين رفتن قسمتي از استخوانهاي كف پا يا هر نوع تغييرات استخواني ديگر,از بين رفتن قسمتي از استخوانهاي كف پا يا هر نوع تغييرات استخواني ديگري كه مانع انجام تمرينات نظامي باشد و يا در پوشيدن پوتين اشكال ايجاد نمايد معاف دائم
168,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),37,بيماريهاي اسكلتي استخواني نظير  .....,"بيماريهاي اسكلتي استخواني نظير استئوژنس ايمپرفكتا، آرتروگريپوزيس، سكلهاي شديد ناشي از CP، پوليو و انهدام كامل پاشنه (نكروز استخوان تالوس) در انواع شديد معاف دائم"
169,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),38,استنوكوندريت ديسكانت ,"استنوكوندريت ديسكانت زانو، هيپ و مچ پا معاف دائم"
170,2,1382,هشتم,36,هشتم (36),بیماریهای استخوانها(اسکلت),39,بيماريهاي جوش نخوردگي اسكافوئيد و كن باخ,بيماريهاي جوش نخوردگي اسكافوئيد و كن باخ همراه با اختلال عملكرد معاف دائم
